school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,other_comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Culinary Skills,"As a Culinary Skills graduate, you have the culinary confidence and competence needed to create world-class entrées.",2 sem ,60,6,,,6,6,6,6,6,3,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Esthetician,"As an esthetician, you provide skin care, facials, manicures, pedicures, hair removal and makeup artistry within the growing spa services industry.",4 sem ,60,6,,,6,6,6,6,6,3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Hairstyling,"As a Hairstyling graduate, you qualified for entry into a hairstyling apprenticeship leading to a rewarding career helping clients look and feel their best.",4 sem ,60,6,,,6,6,6,6,6,3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Hospitality-Hotel & Restaurant Operations(co-op),As a Hospitality-Hotel and Restaurant Operations graduate you efficiently handle the many moving parts of organizations in the vibrant hotel and restaurant industry.,4 sem ,60,6,,,6,6,6,6,"6,8",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Tourism management-Business Development(co-op),"This a business based program so employment is typically found in management, sales, and marketing positions. The tourism industry prides itself on hiring managers who have front line experience, so use your co-op to acquire this know-how",4 sem ,60,6,,,6,6,6,6,"6,7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Winery & viticulture technician,"As a winery and viticulture technician, you are a key member of the winery management team with the expertise required to develop, plant and maintain a commercial vineyard; manage daily operations; and sell and market wine.",4 sem ,60,6,,,6,6,6,6,"6,7,8,9,10",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Community & Justice services(Correctional Worker),"As a correctional worker, you provide counsel and support to incarcerated individuals and assist them in making positive choices about life after parole.",4 sem ,60,6,,,6,6,6,6,"6,11,12",3,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Dental Assisting-Level 1 & 2,"Description
You will investigate professionalism as applied to the practice of dental assisting. Topics include ethical and professional conduct, professional organizations and job searching techniques for the various practice settings for a dental assistant.",2 sem ,60,6,,,6,6,6,6,"16,17",23,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Dental Office administration,"As a dental office administrator you oversee the daily operations of a dental office including patient care records, health insurance company claims, and appointment scheduling.",2 sem ,60,6,,,6,6,6,6,"16,17",23,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Early Childhood Education,"As an early childhood educator, you support early learning in a wide variety of educational programs and centres.",4 sem ,60,6,,,6,6,6,6,"6,13,14",2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Educational Assistant-Special needs support,"As an Educational Assistant or a Developmental Support Worker, you are skilled and compassionate about supporting students and adults with special needs in a community or educational based setting.",4 sem ,60,6,,,6,6,6,6,"6,13,14",2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Fitness & Health promotion,"As a fitness and health professional, you actively promote the importance of a healthy lifestyle and develop healthy eating and fitness programs for clients.",4 sem ,60,6,,,6,6,6,6,16,23,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,General arts & science-College exploration,Design your own interdisciplinary program to help you determine which post-secondary path to pursue and ready yourself for further post-secondary education as you prepare to enter the workforce with marketable skills.,4 sem ,60,6,,,6,6,6,6,6,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Pre health sciences(college),"My Pre-Health Sciences experience at Niagara College has benefited me by encouraging me to make new friends, be more independent, and learn more about myself. During Pre-Health, we were encouraged to work in pairs during lab and complete assignments as a group",2 sem ,60,6,,,6,6,6,6,16,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Pre health sciences(University),"As a Pre-Health Sciences-Pathway to Certificates and Diplomas graduate, you have streamlined your interests and have the solid health sciences foundation needed to pursue further post-secondary studies and achieve your dream.",2 sem ,60,6,,,6,6,6,6,16,23,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,General arts & science-Pre Media & design,"This one-year Ontario College Certificate program is designed for students who are interested in media, communications, writing, film studies and photography. The program prepares students for success in a variety of programs including Advertising, Business - Marketing, Broadcasting-Television, Broadcasting-Radio, Public Relations and Journalism.",2 sem ,60,6,,,6,6,6,6,6,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,General arts & science-University degree transfer,"The Degree Transfer program will help you build the skills and practices necessary for success in a university degree program. A wide range of courses in the Humanities and Social Sciences will allow you to discover and define your own specialized interests, while also earning you credits that are transferable to a degree program at a university.",4 sem ,60,6,,,6,6,6,6,6,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Occupational Therapist assistant 7 physiotherapist assistant,"As an occupational therapist assistant and physiotherapist assistant, you ensure the best possible rehabilitation outcomes for children and adults with impaired physical function.",2 sem ,60,6,,,6,6,6,6,16,23,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Personal Support Worker,"As a personal support worker, you are a skilled and compassionate health-care provider who assists clients with physical and psychosocial challenges during all life stages.",2 sem ,60,6,,,6,6,6,6,16,2,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Police foundations,"As a Police Foundations graduate, you play an active role in the law enforcement system, ensuring public safety by maintaining law and order: protecting members of the public and their property; and preventing, detecting and investigating crime.",4 sem ,60,6,,,6,6,6,6,"6,11,12",2,2500,100,7075,11000,CAD,7 days,"1,5,9",,2 year,"2,1",55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,1,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Pre-community services,"As a Pre-Community Services graduate, you have determined your career goal and are well-prepared for academic success in post-secondary community service programs at Niagara College.",2 sem ,60,6,,,6,6,6,6,"6,13,14",2,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
Niagara College,"The Niagara College of Applied Arts and Technology is a public College of Applied Arts and Technology within the Niagara Region of Southern Ontario, Canada.","100 Niagara College Boulevard, Welland, ON L3C 7L3, Canada",Canada,"1,5",10000,2000,yes,yes,yes,yes,yes,yes,1965,Pre-Technology,"As a Pre-Technology graduate, you have a solid foundation in math, physics, and computer applications, and are ready to pursue further post-secondary studies in a technology or technician program.",2 sem ,60,6,,,6,6,6,6,"1,2,3",24,2500,100,7075,11000,CAD,7 days,"1,5,9",,1 year,2,55% above and overall 6 & 1 module 5.5 is also acceptable,,5.5,1,,2,,,,,,,,,
